competition,sport,athlete_name,country,score,relative_score,strength,gold_prob,silver_prob,bronze_prob,medal_prob
Men's Sprint,Cross-Country Skiing,Thomas Maloney Westgaard,IRL,476.0,0,0.0468,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Fredrik Moeller,NOR,270.0,0,0.0441,1.0,0.0,0.0,1.0
Men's Super-G,Alpine Skiing,Stefan Rogentin,SUI,321.0,0,0.0624,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Allmen Franjo Von,SUI,314.0,0,0.0597,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Mattia Casse,ITA,260.0,0,0.0409,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Alexis Monney,SUI,240.0,0,0.0349,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Lukas Feurstein,AUT,236.0,0,0.0337,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Raphael Haaser,AUT,225.0,0,0.0307,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Nils Allegre,FRA,176.0,0,0.0188,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Giovanni Franzoni,ITA,147.0,0,0.0131,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Stefan Eichberger,AUT,141.0,0,0.012,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Justin Murisier,SUI,128.0,0,0.0099,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Miha Hrobat,SLO,120.0,0,0.0087,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Ryan Cochran-Siegle,USA,120.0,0,0.0087,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Jared Goldberg,USA,113.0,0,0.0077,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Stefan Babinsky,AUT,111.0,0,0.0075,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Jan Zabystran,CZE,97.0,0,0.0057,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Daniel Hemetsberger,AUT,87.0,0,0.0046,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Christof Innerhofer,ITA,59.0,0,0.0021,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Blaise Giezendanner,FRA,50.0,0,0.0015,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Florian Loriot,FRA,49.0,0,0.0015,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Romed Baumann,GER,49.0,0,0.0015,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Felix Monsen,SWE,45.0,0,0.0012,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Marco Odermatt,SUI,1285.0,0,1.0,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Lucas Pinheiro Braathen,BRA,618.0,0,0.2313,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Atle Lie McGrath,NOR,578.0,0,0.2023,0.0,1.0,0.0,1.0
Men's Super-G,Alpine Skiing,Franjo von Allmen,SUI,524.0,0,0.1663,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Henrik Kristoffersen,NOR,516.0,0,0.1612,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Loic Meillard,SUI,490.0,0,0.1454,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Manuel Feller,AUT,460.0,0,0.1281,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Alexis Pinturault,FRA,420.0,0,0.1068,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Clement Noel,FRA,400.0,0,0.0969,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Marco Schwarz,AUT,380.0,0,0.0875,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Timon Haugan,NOR,360.0,0,0.0785,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Vincent Kriechmayr,AUT,340.0,0,0.07,0.0,0.0,1.0,1.0
Men's Super-G,Alpine Skiing,Cameron Alexander,CAN,300.0,0,0.0545,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,James Crawford,CAN,280.0,0,0.0475,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Johan Clarey,FRA,260.0,0,0.0409,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Travis Ganong,USA,240.0,0,0.0349,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Dominik Paris,ITA,220.0,0,0.0293,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Cyprien Sarrazin,FRA,200.0,0,0.0242,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Zan Kranjec,SLO,180.0,0,0.0196,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,River Radamus,USA,160.0,0,0.0155,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Filip Zubcic,CRO,140.0,0,0.0119,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Stefan Hadalin,SLO,130.0,0,0.0102,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Sebastian Foss-Solevaag,NOR,120.0,0,0.0087,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Luca De Aliprandini,ITA,110.0,0,0.0073,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Tommy Ford,USA,100.0,0,0.0061,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Adrian Smiseth Sejersted,NOR,90.0,0,0.0049,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Rasmus Windingstad,NOR,80.0,0,0.0039,0.0,0.0,0.0,0.0
Men's Super-G,Alpine Skiing,Leif Kristian Nestvold-Haugen,NOR,70.0,0,0.003,0.0,0.0,0.0,0.0
Men's Team,Ski Jumping,Team Austria,AUT,3280.0,0,1.0,1.0,0.0,0.0,1.0
Men's Team,Ski Jumping,Team Germany,GER,1310.0,0,0.1595,0.0,0.0,0.0,0.0
Men's Team,Ski Jumping,Team Slovenia,SLO,1720.0,0,0.275,0.0,1.0,0.0,1.0
Men's Team,Ski Jumping,Team Norway,NOR,2050.0,0,0.3906,0.0,0.0,0.0,0.0
Men's Team,Ski Jumping,Team Japan,JPN,1060.0,0,0.1044,0.0,0.0,0.0,0.0
Men's Team,Ski Jumping,Team Poland,POL,800.0,0,0.0595,0.0,0.0,0.0,0.0
Men's Team,Ski Jumping,Team Switzerland,SUI,750.0,0,0.0523,0.0,0.0,1.0,1.0
Men's Team,Ski Jumping,Team Finland,FIN,120.0,0,0.0013,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Team Norway,NOR,3730.0,0,1.0,1.0,0.0,0.0,1.0
Men's Team Sprint,Nordic Combined,Team Germany,GER,2606.0,0,1.0,1.0,0.0,0.0,1.0
Men's Team Sprint,Cross-Country Skiing,Johannes Hoesflot Klaebo,NOR,927.0,0,0.0618,0.0,1.0,0.0,1.0
Men's Team Sprint,Cross-Country Skiing,Erik Valnes,NOR,828.0,0,0.0493,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Edvin Anger,SWE,784.0,0,0.0442,0.0,0.0,1.0,1.0
Men's Team Sprint,Cross-Country Skiing,Lucas Chanavat,FRA,731.0,0,0.0384,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Even Northug,NOR,699.0,0,0.0351,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Federico Pellegrino,ITA,694.0,0,0.0346,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Ben Ogden,USA,544.0,0,0.0213,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Lauri Vuorinen,FIN,525.0,0,0.0198,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Valerio Grond,SUI,439.0,0,0.0139,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Janik Riebli,SUI,431.0,0,0.0134,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Oskar Opstad Vike,NOR,431.0,0,0.0134,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Jules Chappaz,FRA,414.0,0,0.0123,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,JC Schoonmaker,USA,411.0,0,0.0121,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Richard Jouve,FRA,389.0,0,0.0109,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Harald Oestberg Amundsen,NOR,360.0,0,0.0093,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Ansgar Evensen,NOR,343.0,0,0.0085,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Jaume Pueyo,ESP,332.0,0,0.0079,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Niilo Moilanen,FIN,330.0,0,0.0078,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Joni Maki,FIN,330.0,0,0.0078,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Jan Stoelben,GER,327.0,0,0.0077,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Emil Danielsson,SWE,322.0,0,0.0075,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Benjamin Moser,AUT,294.0,0,0.0062,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Michael Hellweger,ITA,292.0,0,0.0061,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Emil Liekari,FIN,287.0,0,0.0059,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Matz William Jenssen,NOR,268.0,0,0.0052,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Ondrej Cerny,CZE,265.0,0,0.005,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Haavard Solaas Taugboel,NOR,248.0,0,0.0044,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Oskar Svensson,SWE,234.0,0,0.0039,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Remi Bourdin,FRA,228.0,0,0.0037,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Gus Schumacher,USA,220.0,0,0.0035,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Team Sweden,SWE,2689.0,0,0.5197,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Team France,FRA,2119.0,0,0.3227,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Team Finland,FIN,1644.0,0,0.1943,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Team USA,USA,2052.0,0,0.3026,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Team Germany,GER,1004.0,0,0.0725,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Team Italy,ITA,1510.0,0,0.1639,0.0,0.0,0.0,0.0
Men's Team Sprint,Cross-Country Skiing,Team Switzerland,SUI,492.0,0,0.0174,0.0,0.0,0.0,0.0
Men's Team Sprint,Nordic Combined,Team Austria,AUT,2167.0,0,0.6915,0.0,1.0,0.0,1.0
Men's Team Sprint,Nordic Combined,Team Japan,JPN,1350.0,0,0.2684,0.0,0.0,0.0,0.0
Men's Team Sprint,Nordic Combined,Team Norway,NOR,1400.0,0,0.2886,0.0,0.0,0.0,0.0
Men's Team Sprint,Nordic Combined,Team Finland,FIN,1350.0,0,0.2684,0.0,0.0,1.0,1.0
Men's Team Sprint,Nordic Combined,Team France,FRA,500.0,0,0.0368,0.0,0.0,0.0,0.0
Men's Team Sprint,Nordic Combined,Team USA,USA,400.0,0,0.0236,0.0,0.0,0.0,0.0
Men's Team Sprint,Nordic Combined,Team Italy,ITA,300.0,0,0.0133,0.0,0.0,0.0,0.0
Mixed Doubles Curling,Curling,Team Italy,ITA,58603.0,0,0.9459,1.0,0.0,0.0,1.0
Mixed Doubles Curling,Curling,Team Scotland,GBR,60254.0,0,1.0,0.0,0.0,0.0,0.0
Mixed Doubles Curling,Curling,Team Norway,NOR,53254.0,0,0.7811,0.0,0.0,0.0,0.0
Mixed Doubles Curling,Curling,Team Sweden,SWE,50857.0,0,0.7124,0.0,0.0,0.0,0.0
Mixed Doubles Curling,Curling,Team Switzerland,SUI,48000.0,0,0.6346,0.0,1.0,0.0,1.0
Mixed Doubles Curling,Curling,Team Canada,CAN,45000.0,0,0.5578,0.0,0.0,1.0,1.0
Mixed Doubles Curling,Curling,Team USA,USA,42000.0,0,0.4859,0.0,0.0,0.0,0.0
Mixed Doubles Curling,Curling,Team South Korea,KOR,38000.0,0,0.3977,0.0,0.0,0.0,0.0
Mixed Doubles Curling,Curling,Team Japan,JPN,35000.0,0,0.3374,0.0,0.0,0.0,0.0
Mixed Doubles Curling,Curling,Team Hungary,HUN,32000.0,0,0.2821,0.0,0.0,0.0,0.0
Mixed Relay,Biathlon,Team Germany,GER,65.0,0,0.4681,1.0,0.0,0.0,1.0
Mixed Relay,Biathlon,Team France,FRA,95.0,0,1.0,0.0,1.0,0.0,1.0
Mixed Relay,Biathlon,Team Norway,NOR,80.0,0,0.7091,0.0,0.0,0.0,0.0
Mixed Relay,Biathlon,Team Sweden,SWE,75.0,0,0.6233,0.0,0.0,0.0,0.0
Mixed Relay,Biathlon,Team Italy,ITA,55.0,0,0.3352,0.0,0.0,1.0,1.0
Mixed Relay,Biathlon,Team Finland,FIN,50.0,0,0.277,0.0,0.0,0.0,0.0
Mixed Relay,Biathlon,Team Switzerland,SUI,45.0,0,0.2244,0.0,0.0,0.0,0.0
Mixed Relay,Biathlon,Team USA,USA,40.0,0,0.1773,0.0,0.0,0.0,0.0
Mixed Relay,Biathlon,Team Austria,AUT,35.0,0,0.1357,0.0,0.0,0.0,0.0
Mixed Relay,Biathlon,Team Czechia,CZE,30.0,0,0.0997,0.0,0.0,0.0,0.0
Mixed Team,Ski Jumping,Team Norway,NOR,1907.0,0,0.3598,1.0,0.0,0.0,1.0
Mixed Team,Ski Jumping,Team Austria,AUT,3179.0,0,1.0,0.0,0.0,0.0,0.0
Mixed Team,Ski Jumping,Team Slovenia,SLO,2906.0,0,0.8356,0.0,1.0,0.0,1.0
Mixed Team,Ski Jumping,Team Germany,GER,2247.0,0,0.4996,0.0,0.0,0.0,0.0
Mixed Team,Ski Jumping,Team Japan,JPN,2066.0,0,0.4224,0.0,0.0,1.0,1.0
Mixed Team,Ski Jumping,Team Canada,CAN,904.0,0,0.0809,0.0,0.0,0.0,0.0
Mixed Team,Ski Jumping,Team France,FRA,320.0,0,0.0101,0.0,0.0,0.0,0.0
Mixed Team,Ski Jumping,Team Switzerland,SUI,750.0,0,0.0557,0.0,0.0,0.0,0.0
Two-Man Bobsled,Bobsleigh,Benjamin Maier,AUT,650.0,0,0.6602,1.0,0.0,0.0,1.0
Two-Man Bobsled,Bobsleigh,Francesco Friedrich,GER,800.0,0,1.0,0.0,0.0,0.0,0.0
Two-Man Bobsled,Bobsleigh,Johannes Lochner,GER,750.0,0,0.8789,0.0,0.0,1.0,1.0
Two-Man Bobsled,Bobsleigh,Adam Edelman,GER,700.0,0,0.7656,0.0,0.0,0.0,0.0
Two-Man Bobsled,Bobsleigh,Brad Hall,GBR,600.0,0,0.5625,0.0,0.0,0.0,0.0
Two-Man Bobsled,Bobsleigh,Christoph Hafer,GER,550.0,0,0.4727,0.0,1.0,0.0,1.0
Two-Man Bobsled,Bobsleigh,Hunter Church,USA,500.0,0,0.3906,0.0,0.0,0.0,0.0
Two-Man Bobsled,Bobsleigh,Frank Delduca,USA,450.0,0,0.3164,0.0,0.0,0.0,0.0
Two-Man Bobsled,Bobsleigh,Justin Kripps,CAN,400.0,0,0.25,0.0,0.0,0.0,0.0
Two-Man Bobsled,Bobsleigh,Oskars Kibermanis,LAT,350.0,0,0.1914,0.0,0.0,0.0,0.0
Two-Woman Bobsled,Bobsleigh,Lisa Buckwitz,GER,650.0,0,0.8622,1.0,0.0,0.0,1.0
Two-Woman Bobsled,Bobsleigh,Laura Nolte,GER,700.0,0,1.0,0.0,1.0,0.0,1.0
Two-Woman Bobsled,Bobsleigh,Kaillie Humphries,USA,600.0,0,0.7347,0.0,0.0,0.0,0.0
Two-Woman Bobsled,Bobsleigh,Elana Meyers Taylor,USA,550.0,0,0.6173,0.0,0.0,1.0,1.0
Two-Woman Bobsled,Bobsleigh,Mariama Jamanka,GER,500.0,0,0.5102,0.0,0.0,0.0,0.0
Two-Woman Bobsled,Bobsleigh,Christine de Bruin,CAN,450.0,0,0.4133,0.0,0.0,0.0,0.0
Two-Woman Bobsled,Bobsleigh,Kim Kalicki,GER,400.0,0,0.3265,0.0,0.0,0.0,0.0
Two-Woman Bobsled,Bobsleigh,Melanie Hasler,SUI,350.0,0,0.25,0.0,0.0,0.0,0.0
Women's 1000m,Short Track Speed Skating,Kim Gil-li,KOR,700.0,0,0.7656,1.0,0.0,0.0,1.0
Women's 1000m,Speed Skating,Brittany Bowe,USA,306.0,0,0.2783,1.0,0.0,0.0,1.0
Women's 1000m,Short Track Speed Skating,Courtney Sarault,CAN,800.0,0,1.0,0.0,0.0,0.0,0.0
Women's 1000m,Short Track Speed Skating,Xandra Velzeboer,NED,750.0,0,0.8789,0.0,0.0,0.0,0.0
Women's 1000m,Short Track Speed Skating,Choi Min-jeong,KOR,650.0,0,0.6602,0.0,0.0,0.0,0.0
Women's 1000m,Short Track Speed Skating,Suzanne Schulting,NED,600.0,0,0.5625,0.0,1.0,0.0,1.0
Women's 1000m,Short Track Speed Skating,Kim Boutin,CAN,550.0,0,0.4727,0.0,0.0,0.0,0.0
Women's 1000m,Short Track Speed Skating,Natalia Maliszewska,POL,500.0,0,0.3906,0.0,0.0,0.0,0.0
Women's 1000m,Short Track Speed Skating,Kristen Santos-Griswold,USA,450.0,0,0.3164,0.0,0.0,1.0,1.0
Women's 1000m,Short Track Speed Skating,Hanne Desmet,BEL,400.0,0,0.25,0.0,0.0,0.0,0.0
Women's 1000m,Short Track Speed Skating,Florence Brunelle,CAN,350.0,0,0.1914,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Miho Takagi,JPN,580.0,0,1.0,0.0,1.0,0.0,1.0
Women's 1000m,Speed Skating,Jutta Leerdam,NED,311.0,0,0.2875,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Mei Han,CHN,290.0,0,0.25,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Antoinette Rijpma-de Jong,NED,248.0,0,0.1828,0.0,0.0,1.0,1.0
Women's 1000m,Speed Skating,Angel Daleman,NED,245.0,0,0.1784,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Suzanne Schulting,NED,189.0,0,0.1062,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Kimi Goetz,USA,163.0,0,0.079,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Rio Yamada,JPN,155.0,0,0.0714,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Natalia Jabrzyk,POL,149.0,0,0.066,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Ayano Sato,JPN,135.0,0,0.0542,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Nadezhda Morozova,KAZ,110.0,0,0.036,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Marrit Fledderus,NED,109.0,0,0.0353,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Karolina Bosiek,POL,108.0,0,0.0347,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Béatrice Lamarche,CAN,102.0,0,0.0309,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Andżelika Wójcik,POL,96.0,0,0.0274,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Min Sun Kim,KOR,90.0,0,0.0241,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Vanessa Herzog,AUT,84.0,0,0.021,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Yukino Yoshida,JPN,81.0,0,0.0195,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Nikola Zdráhalova,CZE,72.0,0,0.0154,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Lea Sophie Scholz,GER,66.0,0,0.0129,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Isabelle Van Elst,BEL,64.0,0,0.0122,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Mia Manganello,USA,37.0,0,0.0041,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Sofia Thorup,DEN,30.0,0,0.0027,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Na-Hyun Lee,KOR,26.0,0,0.002,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Ivanie Blondin,CAN,26.0,0,0.002,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Greta Myers,USA,23.0,0,0.0016,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Anna Ostlender,GER,22.0,0,0.0014,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Qi Yin,CHN,20.0,0,0.0012,0.0,0.0,0.0,0.0
Women's 1000m,Speed Skating,Isabel Grevelt,NED,18.0,0,0.001,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Julia Kern,USA,347.0,0,0.0249,1.0,0.0,0.0,1.0
Women's 10km,Cross-Country Skiing,Therese Johaug,NOR,1121.0,0,0.2603,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Nora Sanness,NOR,821.0,0,0.1396,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Katerina Janatova,CZE,742.0,0,0.1141,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Kristin Austgulen Fosnaes,NOR,736.0,0,0.1122,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Pia Fink,GER,709.0,0,0.1041,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Flora Dolci,FRA,646.0,0,0.0865,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Silje Theodorsen,NOR,567.0,0,0.0666,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Sophia Laukli,USA,519.0,0,0.0558,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Katherine Stewart-Jones,CAN,468.0,0,0.0454,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Helen Hoffmann,GER,466.0,0,0.045,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Lotta Udnes Weng,NOR,418.0,0,0.0362,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Katherine Sauerbrey,GER,363.0,0,0.0273,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Helene Marie Fossesholm,NOR,341.0,0,0.0241,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Jessie Diggins,USA,2197.0,0,1.0,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Victoria Carl,GER,1827.0,0,0.6915,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Kerttu Niskanen,FIN,1692.0,0,0.5931,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Moa Ilar,SWE,1630.0,0,0.5504,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Jonna Sundling,SWE,1537.0,0,0.4894,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Maja Dahlqvist,SWE,1454.0,0,0.438,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Ebba Andersson,SWE,1412.0,0,0.4131,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Karoline Simpson-Larsen,NOR,1380.0,0,0.3945,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Heidi Weng,NOR,1375.0,0,0.3917,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Frida Karlsson,SWE,1368.0,0,0.3877,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Jasmi Joensuu,FIN,1357.0,0,0.3815,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Emma Ribom,SWE,1338.0,0,0.3709,0.0,0.0,1.0,1.0
Women's 10km,Cross-Country Skiing,Teresa Stadlober,AUT,1200.0,0,0.2983,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Katharina Hennig,GER,1150.0,0,0.274,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Astrid Oeyre Slind,NOR,1100.0,0,0.2507,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Linn Svahn,SWE,1050.0,0,0.2284,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Krista Parmakoski,FIN,1000.0,0,0.2072,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Rosie Brennan,USA,950.0,0,0.187,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Anne Kjersti Kalva,NOR,850.0,0,0.1497,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Delphine Claudel,FRA,800.0,0,0.1326,0.0,1.0,0.0,1.0
Women's 10km,Cross-Country Skiing,Johanna Hagstroem,SWE,750.0,0,0.1165,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Nadine Faehndrich,SUI,700.0,0,0.1015,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Ane Appelkvist Stenseth,NOR,650.0,0,0.0875,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Jessica Yeaton,AUS,600.0,0,0.0746,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Caterina Ganz,ITA,550.0,0,0.0627,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Margrethe Bergane,NOR,500.0,0,0.0518,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Anamarija Lampic,SLO,450.0,0,0.042,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Anna Dyvik,SWE,400.0,0,0.0331,0.0,0.0,0.0,0.0
Women's 10km,Cross-Country Skiing,Sofia Henriksson,SWE,350.0,0,0.0254,0.0,0.0,0.0,0.0
Women's 10km Pursuit,Biathlon,Julia Simon,FRA,317.0,0,0.1598,1.0,0.0,0.0,1.0
Women's 10km Pursuit,Biathlon,Lou Jeanmonnot,FRA,793.0,0,1.0,0.0,0.0,0.0,0.0
Women's 10km Pursuit,Biathlon,Suvi Minkkinen,FIN,601.0,0,0.5744,0.0,0.0,1.0,1.0
Women's 10km Pursuit,Biathlon,Maren Kirkeeide,NOR,576.0,0,0.5276,0.0,0.0,0.0,0.0
Women's 10km Pursuit,Biathlon,Hanna Oeberg,SWE,560.0,0,0.4987,0.0,1.0,0.0,1.0
Women's 10km Pursuit,Biathlon,Anna Magnusson,SWE,556.0,0,0.4916,0.0,0.0,0.0,0.0
Women's 10km Pursuit,Biathlon,Elvira Karin Oeberg,SWE,506.0,0,0.4072,0.0,0.0,0.0,0.0
Women's 10km Pursuit,Biathlon,Justine Braisaz-Bouchet,FRA,453.0,0,0.3263,0.0,0.0,0.0,0.0
